# Weather station Chofu (airport), Japan, METAR=RJTF,selection from 01.01.2020 till 31.12.2020, all days,,,,,,,,
# Encoding: ANSI,,,,,,,,,,,,
"# The data is provided by the website ""Reliable Prognosis""", rp5.ru,,,,,,,,,,,
# If you use the data, please indicate the name of the website.,,,,,,,,,,,
,,,,,,,,,,,,
#,,,,,,,,,,,,
Local time in Chofu (airport),T,P0,P,U,DD,Ff,ff10,WW,W'W',c,VV,Td
28.02.2020 15:00,10,761.9,765.8,35,Wind blowing from the south-southeast,5,,,,"Few clouds (10-30%) 900 m, broken clouds (60-90%)",10.0 and more,-5
28.02.2020 14:00,11,761.1,765,26,variable wind direction,4,,,,"Few clouds (10-30%) 900 m, broken clouds (60-90%)",10.0 and more,-8
28.02.2020 13:00,10,761.9,765.8,25,Wind blowing from the east-southeast,2,,,,Few clouds (10-30%) 900 m,10.0 and more,-9
28.02.2020 12:00,10,762.7,766.6,28,Wind blowing from the north-east,3,,,,Few clouds (10-30%) 900 m,10.0 and more,-8
28.02.2020 11:00,9,763.4,767.3,27,Wind blowing from the north-northwest,5,,,,Few clouds (10-30%) 900 m,10.0 and more,-9
28.02.2020 10:00,9,763.4,767.3,29,Wind blowing from the north,5,,,,Few clouds (10-30%) 900 m,10.0 and more,-8
28.02.2020 09:00,6,763.4,767.3,46,Wind blowing from the north-northeast,4,,,,"Few clouds (10-30%) 900 m, scattered clouds (40-50%) 2100 m",10.0 and more,-5
28.02.2020 08:30,5,764.1,768.1,49,Wind blowing from the north-northeast,4,,,,Few clouds (10-30%) 900 m,10.0 and more,-5
27.02.2020 16:00,9,758.9,762.8,29,Wind blowing from the north,9,,,,Few clouds (10-30%) 1200 m,10.0 and more,-8
27.02.2020 15:00,10,758.9,762.8,30,Wind blowing from the north,8,,,,Few clouds (10-30%) 1350 m,10.0 and more,-7
27.02.2020 14:00,10,758.1,762,32,Wind blowing from the north,8,,,,Few clouds (10-30%) 1200 m,10.0 and more,-6
27.02.2020 13:00,10,758.1,762,37,Wind blowing from the north-northwest,6,,,,Few clouds (10-30%) 1200 m,10.0 and more,-4
27.02.2020 12:00,11,758.2,762,32,Wind blowing from the north-northwest,7,13,,,"Few clouds (10-30%) 900 m, scattered clouds (40-50%) 1500 m",10.0 and more,-5
27.02.2020 11:00,10,758.9,762.8,32,Wind blowing from the north,9,15,,,Few clouds (10-30%) 900 m,10.0 and more,-6
27.02.2020 10:00,9,758.1,762,37,Wind blowing from the north-northwest,9,,,,Few clouds (10-30%) 1350 m,10.0 and more,-5
27.02.2020 09:00,8,758.1,762,43,Wind blowing from the north-northwest,6,,,,Few clouds (10-30%) 1350 m,10.0 and more,-4
27.02.2020 08:30,8,758.1,762,50,Wind blowing from the north,5,,,,Few clouds (10-30%) 1200 m,10.0 and more,-2
26.02.2020 16:00,9,755.8,759.7,76,Wind blowing from the north,3,,,,"Few clouds (10-30%) 450 m, scattered clouds (40-50%) 900 m, broken clouds (60-90%) 2100 m",10.0 and more,5
26.02.2020 15:00,9,755.2,759,82,Wind blowing from the north,4,,,,"Scattered clouds (40-50%) 450 m, broken clouds (60-90%) 900 m, broken clouds (60-90%) 2100 m",10.0 and more,6
26.02.2020 14:00,8,755.8,759.7,87,Wind blowing from the north,4,,,,"Scattered clouds (40-50%) 300 m, broken clouds (60-90%) 450 m, broken clouds (60-90%) 900 m",10.0 and more,6
26.02.2020 13:00,8,755.8,759.7,87,Wind blowing from the north-northwest,3,,,,"Scattered clouds (40-50%) 300 m, broken clouds (60-90%) 450 m",10.0 and more,6
26.02.2020 12:00,7,756.6,760.5,87,Wind blowing from the north,4,,,,"Few clouds (10-30%) 240 m, scattered clouds (40-50%) 300 m, broken clouds (60-90%) 450 m",10.0 and more,5
26.02.2020 11:19,8,757.3,761.2,87,Wind blowing from the north,4,,,,"Few clouds (10-30%) 240 m, scattered clouds (40-50%) 300 m, broken clouds (60-90%) 450 m",10.0 and more,6
26.02.2020 11:00,7,757.3,761.2,93,Wind blowing from the north,4,,,,"Few clouds (10-30%) 180 m, broken clouds (60-90%) 240 m, broken clouds (60-90%) 450 m",8,6
26.02.2020 10:00,7,757.3,761.2,93,Wind blowing from the north,5,,"Light rain, mist",,"Few clouds (10-30%) 180 m, broken clouds (60-90%) 240 m, broken clouds (60-90%) 450 m",5,6
26.02.2020 09:34,7,757.3,761.2,93,Wind blowing from the north,4,,"Light rain, mist",,"Few clouds (10-30%) 90 m, scattered clouds (40-50%) 180 m, broken clouds (60-90%) 240 m",5,6
26.02.2020 09:00,7,757.3,761.2,93,Wind blowing from the north,5,,"Light rain, mist",,"Few clouds (10-30%) 90 m, broken clouds (60-90%) 150 m, broken clouds (60-90%) 240 m",4,6
25.02.2020 16:00,13,759.7,763.5,41,variable wind direction,1,,,,"Few clouds (10-30%) 900 m, scattered clouds (40-50%) 1500 m, broken clouds (60-90%) 2700 m",8,0
25.02.2020 15:00,13,759.7,763.5,41,"Calm, no wind",0,,,,"Few clouds (10-30%) 1200 m, scattered clouds (40-50%) 2400 m, broken clouds (60-90%) 3000 m",8,0
25.02.2020 14:00,13,759.7,763.5,41,variable wind direction,1,,,,"Few clouds (10-30%) 1200 m, broken clouds (60-90%) 3000 m",10.0 and more,0
25.02.2020 13:00,13,759.7,763.5,41,Wind blowing from the south-east,2,,,,"Few clouds (10-30%) 1200 m, broken clouds (60-90%) 3000 m, broken clouds (60-90%) 3900 m",10.0 and more,0
25.02.2020 12:00,13,761.2,765,41,variable wind direction,1,,,,"Few clouds (10-30%) 1200 m, scattered clouds (40-50%) 3000 m, broken clouds (60-90%) 3900 m",10.0 and more,0
25.02.2020 11:00,13,762,765.8,41,Wind blowing from the north-east,2,,,,"Few clouds (10-30%) 1200 m, broken clouds (60-90%) 3900 m",10.0 and more,0
25.02.2020 10:00,13,761.2,765,44,Wind blowing from the north-east,2,,,,No Significant Clouds,10.0 and more,1
25.02.2020 09:00,10,761.9,765.8,54,variable wind direction,1,,,,No Significant Clouds,10.0 and more,1
25.02.2020 08:30,9,761.9,765.8,62,Wind blowing from the west-northwest,2,,,,No Significant Clouds,10.0 and more,2
24.02.2020 16:00,14,760.5,764.3,44,Wind blowing from the south,3,,,,No Significant Clouds,10.0 and more,2
24.02.2020 15:00,15,760.5,764.3,39,Wind blowing from the south,3,,,,Few clouds (10-30%) 900 m,10.0 and more,1
24.02.2020 14:00,15,760.5,764.3,39,Wind blowing from the south-southeast,3,,,,Few clouds (10-30%) 900 m,10.0 and more,1
24.02.2020 13:00,15,761.2,765,34,variable wind direction,3,,,,Few clouds (10-30%) 900 m,10.0 and more,-1
24.02.2020 12:00,13,762,765.8,38,Wind blowing from the south,2,,,,Few clouds (10-30%) 900 m,10.0 and more,-1
24.02.2020 11:00,12,762.8,766.6,38,variable wind direction,2,,,,Few clouds (10-30%) 900 m,10.0 and more,-2
24.02.2020 10:00,11,762.7,766.6,32,variable wind direction,1,,,,Few clouds (10-30%) 900 m,10.0 and more,-5
24.02.2020 09:00,8,763.4,767.3,40,variable wind direction,1,,,,Few clouds (10-30%) 900 m,10.0 and more,-5
24.02.2020 08:30,7,763.4,767.3,46,variable wind direction,1,,,,"Few clouds (10-30%) 900 m, scattered clouds (40-50%) 1200 m",10.0 and more,-4
23.02.2020 16:00,12,757.4,761.2,24,Wind blowing from the north,9,,,,No Significant Clouds,10.0 and more,-8
23.02.2020 15:00,14,756.7,760.5,20,Wind blowing from the north,9,,,,No Significant Clouds,10.0 and more,-9
23.02.2020 14:00,15,755.9,759.7,20,Wind blowing from the north,6,,,,No Significant Clouds,10.0 and more,-8
23.02.2020 13:00,16,755.9,759.7,19,variable wind direction,4,11,,,No Significant Clouds,10.0 and more,-8
23.02.2020 12:00,15,755.9,759.7,21,Wind blowing from the west,2,,,,No Significant Clouds,10.0 and more,-7
23.02.2020 11:00,14,756.7,760.5,25,Wind blowing from the north,4,,,,No Significant Clouds,10.0 and more,-6
23.02.2020 10:00,13,756.7,760.5,33,Wind blowing from the north-northeast,2,,,,No Significant Clouds,10.0 and more,-3
23.02.2020 09:00,11,756.7,760.5,41,variable wind direction,2,,,,No Significant Clouds,10.0 and more,-2
23.02.2020 08:30,11,755.9,759.7,44,variable wind direction,2,,,,No Significant Clouds,10.0 and more,-1
22.02.2020 16:00,16,757.4,761.2,59,Wind blowing from the south-southwest,5,,,,"Few clouds (10-30%) 600 m, scattered clouds (40-50%) 900 m, broken clouds (60-90%) 1800 m",10.0 and more,8
22.02.2020 15:00,17,757.4,761.2,52,Wind blowing from the south-southwest,6,,,,"Few clouds (10-30%) 900 m, broken clouds (60-90%) 1800 m, broken clouds (60-90%) 2400 m",10.0 and more,7
22.02.2020 14:00,18,758.3,762,49,Wind blowing from the south,8,13,,,"Few clouds (10-30%) 900 m, scattered clouds (40-50%) 2400 m, broken clouds (60-90%)",10.0 and more,7
22.02.2020 13:00,17,759,762.8,49,Wind blowing from the south,8,13,,,"Few clouds (10-30%) 900 m, scattered clouds (40-50%) 5400 m, broken clouds (60-90%)",10.0 and more,6
22.02.2020 12:00,17,760.5,764.3,42,Wind blowing from the south-southwest,7,12,,,"Few clouds (10-30%) 900 m, scattered clouds (40-50%) 5400 m, broken clouds (60-90%)",10.0 and more,4
22.02.2020 11:00,17,761.2,765,45,Wind blowing from the south-southwest,8,14,,,"Few clouds (10-30%) 900 m, broken clouds (60-90%)",10.0 and more,5
22.02.2020 10:00,15,762,765.8,55,Wind blowing from the south-southwest,5,,,,"Few clouds (10-30%) 900 m, scattered clouds (40-50%) 5400 m, broken clouds (60-90%)",10.0 and more,6
22.02.2020 09:00,10,763.4,767.3,82,Wind blowing from the south-southeast,4,,,,"Few clouds (10-30%) 900 m, scattered clouds (40-50%) 5400 m, broken clouds (60-90%)",10.0 and more,7
22.02.2020 08:30,10,763.4,767.3,82,Wind blowing from the south-east,2,,,,"Few clouds (10-30%) 900 m, broken clouds (60-90%)",10.0 and more,7
21.02.2020 16:00,13,769.5,773.4,44,Wind blowing from the south,5,,,,"Few clouds (10-30%) 1200 m, scattered clouds (40-50%)",10.0 and more,1
21.02.2020 15:00,13,769.5,773.4,44,Wind blowing from the south,3,,,,Few clouds (10-30%) 1200 m,10.0 and more,1
21.02.2020 14:00,14,769.5,773.4,41,Wind blowing from the south-southeast,4,,,,Few clouds (10-30%) 1200 m,10.0 and more,1
21.02.2020 13:00,12,770,773.9,44,Wind blowing from the south-southeast,5,,,,Few clouds (10-30%) 1200 m,10.0 and more,0
21.02.2020 12:00,12,771.6,775.5,47,Wind blowing from the south-east,3,,,,Scattered clouds (40-50%) 1200 m,10.0 and more,1
21.02.2020 11:00,12,772.3,776.2,47,variable wind direction,2,,,,Few clouds (10-30%) 1050 m,10.0 and more,1
21.02.2020 10:00,11,772.3,776.2,50,variable wind direction,2,,,,Few clouds (10-30%) 900 m,10.0 and more,1
21.02.2020 09:00,10,773.1,777,58,Wind blowing from the north-northeast,2,,,,"Few clouds (10-30%) 900 m, scattered clouds (40-50%)",10.0 and more,2
21.02.2020 08:30,8,773,777,66,variable wind direction,1,,,,Few clouds (10-30%) 750 m,10.0 and more,2
20.02.2020 16:00,12,765.7,769.6,47,Wind blowing from the north-east,3,,,,"Few clouds (10-30%) 900 m, broken clouds (60-90%) 1500 m, broken clouds (60-90%) 4500 m",10.0 and more,1
20.02.2020 15:00,12,765.7,769.6,47,Wind blowing from the east,2,,,,"Few clouds (10-30%) 900 m, scattered clouds (40-50%) 1500 m, broken clouds (60-90%) 4500 m",10.0 and more,1
20.02.2020 14:00,13,765.8,769.6,47,variable wind direction,2,,,,"Few clouds (10-30%) 900 m, scattered clouds (40-50%) 1500 m, broken clouds (60-90%) 4500 m",10.0 and more,2
20.02.2020 13:00,12,765.7,769.6,47,Wind blowing from the north,2,,,,"Few clouds (10-30%) 900 m, broken clouds (60-90%) 5100 m, broken clouds (60-90%)",10.0 and more,1
20.02.2020 12:00,12,766.5,770.4,47,Wind blowing from the north-northwest,2,,,,"Few clouds (10-30%) 900 m, scattered clouds (40-50%) 5400 m, broken clouds (60-90%)",10.0 and more,1
20.02.2020 11:00,10,767.2,771.1,54,variable wind direction,2,,,,"Few clouds (10-30%) 900 m, scattered clouds (40-50%) 5400 m, broken clouds (60-90%)",10.0 and more,1
20.02.2020 10:00,10,768,771.9,47,Wind blowing from the north,2,,,,"Few clouds (10-30%) 900 m, scattered clouds (40-50%) 1500 m, broken clouds (60-90%)",10.0 and more,-1
20.02.2020 09:00,8,768,771.9,50,Wind blowing from the north,3,,,,"Few clouds (10-30%) 900 m, broken clouds (60-90%) 1500 m, broken clouds (60-90%)",10.0 and more,-2
20.02.2020 08:30,7,768,771.9,53,Wind blowing from the north,2,,,,"Few clouds (10-30%) 900 m, scattered clouds (40-50%) 4500 m, broken clouds (60-90%)",10.0 and more,-2
19.02.2020 16:00,12,764.2,768.1,33,variable wind direction,1,,,,No Significant Clouds,10.0 and more,-4
19.02.2020 15:00,12,763.4,767.3,33,variable wind direction,1,,,,No Significant Clouds,10.0 and more,-4
19.02.2020 14:00,11,763.4,767.3,32,variable wind direction,1,,,,No Significant Clouds,10.0 and more,-5
19.02.2020 13:00,11,763.4,767.3,32,variable wind direction,3,,,,No Significant Clouds,10.0 and more,-5
19.02.2020 12:00,11,764.2,768.1,30,Wind blowing from the north,4,,,,No Significant Clouds,10.0 and more,-6
19.02.2020 11:00,10,765,768.9,32,Wind blowing from the north,6,,,,No Significant Clouds,10.0 and more,-6
19.02.2020 10:00,10,765,768.9,35,Wind blowing from the north-northwest,5,,,,No Significant Clouds,10.0 and more,-5
19.02.2020 09:00,8,764.2,768.1,37,Wind blowing from the north-northwest,5,,,,No Significant Clouds,10.0 and more,-6
19.02.2020 08:30,7,764.2,768.1,39,Wind blowing from the north-northwest,5,,,,No Significant Clouds,10.0 and more,-6
18.02.2020 16:00,10,754.4,758.2,28,Wind blowing from the north,5,,,,"Few clouds (10-30%) 900 m, scattered clouds (40-50%) 2400 m",10.0 and more,-8
18.02.2020 15:00,11,753.9,757.7,24,Wind blowing from the north-northeast,2,,,,Few clouds (10-30%) 900 m,10.0 and more,-9
18.02.2020 14:00,11,753.1,756.9,22,Wind blowing from the north-northeast,4,,,,Few clouds (10-30%) 900 m,10.0 and more,-10
18.02.2020 13:00,11,753.1,756.9,28,Wind blowing from the north,5,,,,"Few clouds (10-30%) 900 m, broken clouds (60-90%) 2400 m",10.0 and more,-7
18.02.2020 12:00,11,753.9,757.7,22,Wind blowing from the north-northwest,2,,,,"Few clouds (10-30%) 900 m, scattered clouds (40-50%) 1500 m, broken clouds (60-90%) 2400 m",10.0 and more,-10
18.02.2020 11:00,10,753.9,757.7,30,variable wind direction,2,,,,"Few clouds (10-30%) 900 m, scattered clouds (40-50%) 1500 m",10.0 and more,-7
18.02.2020 10:00,9,753.9,757.7,34,variable wind direction,3,,,,Few clouds (10-30%) 900 m,10.0 and more,-6
18.02.2020 09:00,8,753,756.9,34,variable wind direction,1,,,,Few clouds (10-30%) 900 m,10.0 and more,-7
18.02.2020 08:30,7,753,756.9,39,Wind blowing from the north-northeast,2,,,,Few clouds (10-30%) 900 m,10.0 and more,-6
17.02.2020 16:00,14,745.6,749.3,72,Wind blowing from the north,5,,,,"Few clouds (10-30%) 450 m, scattered clouds (40-50%) 750 m",10.0 and more,9
17.02.2020 15:00,14,745.6,749.3,72,Wind blowing from the north,5,,,,"Few clouds (10-30%) 300 m, scattered clouds (40-50%) 600 m",8,9
17.02.2020 14:00,13,745.6,749.3,77,Wind blowing from the north,3,,,,"Few clouds (10-30%) 300 m, broken clouds (60-90%) 450 m",8,9
17.02.2020 13:00,14,745.6,749.3,77,Wind blowing from the north-northwest,2,,,,"Few clouds (10-30%) 300 m, broken clouds (60-90%) 600 m",10.0 and more,10
17.02.2020 12:00,12,746.3,750.1,82,Wind blowing from the north,2,,,,"Few clouds (10-30%) 210 m, broken clouds (60-90%) 300 m, broken clouds (60-90%) 600 m",10.0 and more,9
17.02.2020 11:00,11,746.3,750.1,88,Wind blowing from the north-northeast,3,,,,"Few clouds (10-30%) 150 m, broken clouds (60-90%) 210 m",8,9
17.02.2020 10:13,11,747,750.8,94,Wind blowing from the north,3,,Mist,,"Scattered clouds (40-50%) 120 m, broken clouds (60-90%) 210 m",5,10
17.02.2020 10:00,11,747,750.8,94,Wind blowing from the north,3,,Mist,,"Broken clouds (60-90%) 120 m, broken clouds (60-90%) 180 m",4,10
17.02.2020 09:28,10,747,750.8,100,Wind blowing from the north-northwest,2,,Mist,,Broken clouds (60-90%) 120 m,3.5,10
17.02.2020 09:00,10,747,750.8,94,Wind blowing from the north-northwest,2,,"Light drizzle, mist",,Broken clouds (60-90%) 120 m,2.5,9
17.02.2020 08:30,10,747,750.8,94,Wind blowing from the north-northwest,3,,Mist,,Broken clouds (60-90%) 120 m,3,9
16.02.2020 16:00,10,750.8,754.6,94,Wind blowing from the north,2,,"Light rain, mist",,"Few clouds (10-30%) 180 m, broken clouds (60-90%) 240 m, broken clouds (60-90%) 600 m",3,9
16.02.2020 15:00,10,750.8,754.6,88,variable wind direction,1,,"Light rain, mist",,"Few clouds (10-30%) 180 m, scattered clouds (40-50%) 240 m, broken clouds (60-90%) 600 m",4,8
16.02.2020 14:00,9,750.8,754.6,94,Wind blowing from the north,2,,Mist,,"Scattered clouds (40-50%) 360 m, broken clouds (60-90%) 900 m",5,8
16.02.2020 13:00,9,751.6,755.4,94,Wind blowing from the north,2,,Mist,,"Few clouds (10-30%) 390 m, scattered clouds (40-50%) 600 m, broken clouds (60-90%) 900 m",5,8
16.02.2020 12:35,9,751.6,755.4,94,Wind blowing from the north-northwest,2,,Mist,,"Few clouds (10-30%) 450 m, scattered clouds (40-50%) 600 m, broken clouds (60-90%) 900 m",5,8
16.02.2020 12:00,8,752.4,756.2,100,Wind blowing from the north,3,,"Light rain, mist",,"Few clouds (10-30%) 450 m, scattered clouds (40-50%) 900 m, broken clouds (60-90%) 1200 m",4,8
16.02.2020 11:00,8,753.8,757.7,93,Wind blowing from the north-northwest,2,,"Light rain, mist",,"Few clouds (10-30%) 300 m, scattered clouds (40-50%) 900 m, broken clouds (60-90%) 1200 m",3.5,7
16.02.2020 10:33,8,754.3,758.2,93,variable wind direction,1,,"Light rain, mist",,"Few clouds (10-30%) 600 m, scattered clouds (40-50%) 900 m, broken clouds (60-90%) 1500 m",4,7
16.02.2020 10:00,9,755.2,759,87,Wind blowing from the north,2,,"Rain, mist",,"Few clouds (10-30%) 600 m, scattered clouds (40-50%) 900 m, broken clouds (60-90%) 1500 m",4,7
16.02.2020 09:00,9,755.2,759,82,variable wind direction,1,,Light rain,,"Few clouds (10-30%) 600 m, scattered clouds (40-50%) 900 m, broken clouds (60-90%) 3000 m",10.0 and more,6
16.02.2020 08:30,8,755.8,759.7,93,variable wind direction,1,,,,"Few clouds (10-30%) 900 m, scattered clouds (40-50%) 1800 m, broken clouds (60-90%) 3000 m",10.0 and more,7
15.02.2020 16:00,15,759.7,763.5,51,Wind blowing from the south,3,,,,No Significant Clouds,10.0 and more,5
15.02.2020 15:00,16,760.5,764.3,42,Wind blowing from the south,3,,,,No Significant Clouds,10.0 and more,3
15.02.2020 14:00,16,760.5,764.3,42,Wind blowing from the south,2,,,,No Significant Clouds,10.0 and more,3
15.02.2020 13:00,15,761.2,765,42,Wind blowing from the south-east,2,,,,No Significant Clouds,10.0 and more,2
15.02.2020 12:00,15,762,765.8,48,variable wind direction,1,,,,No Significant Clouds,10.0 and more,4
15.02.2020 11:00,14,762.8,766.6,51,variable wind direction,1,,,,No Significant Clouds,10.0 and more,4
15.02.2020 10:00,13,762.8,766.6,55,Wind blowing from the south,2,,,,No Significant Clouds,10.0 and more,4
15.02.2020 09:00,11,762.7,766.6,72,Wind blowing from the south-southwest,2,,,,No Significant Clouds,10.0 and more,6
15.02.2020 08:30,9,761.9,765.8,87,variable wind direction,1,,,,No Significant Clouds,10.0 and more,7
14.02.2020 16:00,15,759,762.8,63,Wind blowing from the south-southeast,3,,,,"Few clouds (10-30%) 900 m, broken clouds (60-90%) 1500 m, broken clouds (60-90%) 3600 m",10.0 and more,8
14.02.2020 15:00,15,759,762.8,59,Wind blowing from the south-southeast,4,,,,"Few clouds (10-30%) 600 m, scattered clouds (40-50%) 900 m, broken clouds (60-90%) 1500 m",10.0 and more,7
14.02.2020 14:00,16,759,762.8,52,Wind blowing from the south-southeast,3,,,,"Few clouds (10-30%) 600 m, scattered clouds (40-50%) 900 m, broken clouds (60-90%) 1500 m",10.0 and more,6
14.02.2020 13:00,16,759,762.8,52,Wind blowing from the south-east,2,,,,"Few clouds (10-30%) 900 m, broken clouds (60-90%) 1500 m, broken clouds (60-90%) 5400 m",10.0 and more,6
14.02.2020 12:00,16,759.7,763.5,52,variable wind direction,1,,,,"Few clouds (10-30%) 900 m, broken clouds (60-90%) 5400 m, broken clouds (60-90%)",10.0 and more,6
14.02.2020 11:00,15,760.5,764.3,55,variable wind direction,1,,,,"Few clouds (10-30%) 900 m, broken clouds (60-90%)",10.0 and more,6
14.02.2020 10:00,13,761.2,765,63,variable wind direction,1,,,,"Few clouds (10-30%) 900 m, broken clouds (60-90%)",10.0 and more,6
14.02.2020 09:00,11,761.1,765,72,Wind blowing from the north,2,,,,"Few clouds (10-30%) 900 m, broken clouds (60-90%)",10.0 and more,6
14.02.2020 08:30,11,761.1,765,72,"Calm, no wind",0,,,,"Few clouds (10-30%) 900 m, broken clouds (60-90%)",10.0 and more,6
13.02.2020 16:00,18,754,757.7,52,Wind blowing from the east-southeast,2,,,,Few clouds (10-30%) 900 m,10.0 and more,8
13.02.2020 15:00,18,754,757.7,49,variable wind direction,1,,,,Few clouds (10-30%) 900 m,10.0 and more,7
13.02.2020 14:00,18,754,757.7,46,Wind blowing from the south,2,,,,Few clouds (10-30%) 900 m,10.0 and more,6
13.02.2020 13:00,16,754.4,758.2,42,variable wind direction,2,,,,Few clouds (10-30%) 900 m,10.0 and more,3
13.02.2020 12:00,14,755.2,759,44,variable wind direction,2,,,,Few clouds (10-30%) 750 m,10.0 and more,2
13.02.2020 11:00,12,756.7,760.5,51,Wind blowing from the north,3,,,,"Few clouds (10-30%) 450 m, scattered clouds (40-50%) 750 m, broken clouds (60-90%) 1200 m",10.0 and more,2
13.02.2020 10:00,9,756.6,760.5,66,Wind blowing from the north,2,,,,"Few clouds (10-30%) 450 m, broken clouds (60-90%) 600 m, broken clouds (60-90%) 1200 m",10.0 and more,3
13.02.2020 09:00,7,758.1,762,71,Wind blowing from the north,4,,"Light shower(s), rain",,"Few clouds (10-30%) 450 m, broken clouds (60-90%) 600 m",6,2
13.02.2020 08:30,8,758.1,762,53,Wind blowing from the north,4,,,,"Few clouds (10-30%) 450 m, broken clouds (60-90%) 600 m, broken clouds (60-90%) 1200 m",10.0 and more,-1
12.02.2020 16:00,16,762,765.8,42,Wind blowing from the south-southwest,2,,,,"Few clouds (10-30%) 900 m, scattered clouds (40-50%)",10.0 and more,3
12.02.2020 15:00,16,762.8,766.6,39,Wind blowing from the north-northwest,2,,,,Few clouds (10-30%) 900 m,10.0 and more,2
12.02.2020 14:00,14,763.5,767.3,39,variable wind direction,1,,,,"Few clouds (10-30%) 900 m, scattered clouds (40-50%)",10.0 and more,0
12.02.2020 13:00,11,764.2,768.1,41,Wind blowing from the north-northwest,2,,,,"Few clouds (10-30%) 900 m, scattered clouds (40-50%) 3900 m, broken clouds (60-90%) 5400 m",10.0 and more,-2
12.02.2020 12:00,9,765,768.9,43,variable wind direction,1,,,,"Few clouds (10-30%) 900 m, scattered clouds (40-50%) 4200 m, broken clouds (60-90%)",10.0 and more,-3
12.02.2020 11:00,8,766.5,770.4,40,variable wind direction,1,,,,"Few clouds (10-30%) 900 m, scattered clouds (40-50%) 4200 m, broken clouds (60-90%) 5400 m",10.0 and more,-5
12.02.2020 10:00,6,766.5,770.4,46,Wind blowing from the north-east,2,,,,"Few clouds (10-30%) 900 m, scattered clouds (40-50%) 5400 m, broken clouds (60-90%)",10.0 and more,-5
12.02.2020 09:00,5,767.1,771.1,49,Wind blowing from the north,2,,,,"Few clouds (10-30%) 900 m, scattered clouds (40-50%)",10.0 and more,-5
11.02.2020 16:00,11,765.7,769.6,30,Wind blowing from the north,3,,,,Few clouds (10-30%) 1200 m,10.0 and more,-6
11.02.2020 15:00,11,765,768.9,28,variable wind direction,2,,,,Few clouds (10-30%) 1200 m,10.0 and more,-7
11.02.2020 14:00,11,765,768.9,30,variable wind direction,1,,,,Few clouds (10-30%) 900 m,10.0 and more,-6
11.02.2020 13:00,10,765,768.9,32,Wind blowing from the north,4,,,,Few clouds (10-30%) 900 m,10.0 and more,-6
11.02.2020 12:00,9,765.7,769.6,37,variable wind direction,1,,,,Few clouds (10-30%) 900 m,10.0 and more,-5
11.02.2020 11:00,9,765.7,769.6,34,Wind blowing from the north,5,,,,Few clouds (10-30%) 900 m,10.0 and more,-6
11.02.2020 10:00,8,765,768.9,37,Wind blowing from the north,5,,,,Few clouds (10-30%) 900 m,10.0 and more,-6
11.02.2020 09:00,6,765,768.9,49,Wind blowing from the north,5,,,,Few clouds (10-30%) 900 m,10.0 and more,-4
11.02.2020 08:30,5,764.9,768.9,53,Wind blowing from the north,3,,,,Few clouds (10-30%) 900 m,10.0 and more,-4
10.02.2020 16:00,9,754.4,758.2,40,Wind blowing from the south-east,2,,,,Few clouds (10-30%) 900 m,10.0 and more,-4
10.02.2020 15:00,10,754.4,758.2,37,variable wind direction,1,,,,Few clouds (10-30%) 900 m,10.0 and more,-4
10.02.2020 14:00,9,754.4,758.2,34,variable wind direction,2,,,,Few clouds (10-30%) 900 m,10.0 and more,-6
10.02.2020 13:00,8,755.1,759,34,Wind blowing from the south-southeast,2,,,,Few clouds (10-30%) 900 m,10.0 and more,-7
10.02.2020 12:00,7,755.8,759.7,34,variable wind direction,2,,,,"Few clouds (10-30%) 900 m, scattered clouds (40-50%)",10.0 and more,-8
10.02.2020 11:00,6,756.6,760.5,36,variable wind direction,1,,,,"Few clouds (10-30%) 900 m, broken clouds (60-90%)",10.0 and more,-8
10.02.2020 10:00,4,757.3,761.2,39,Wind blowing from the east-northeast,2,,,,"Few clouds (10-30%) 900 m, broken clouds (60-90%)",10.0 and more,-9
10.02.2020 09:00,2,757.2,761.2,52,variable wind direction,1,,,,"Few clouds (10-30%) 900 m, scattered clouds (40-50%) 1800 m, broken clouds (60-90%)",10.0 and more,-7
10.02.2020 08:30,1,757.2,761.2,51,variable wind direction,1,,,,"Few clouds (10-30%) 900 m, scattered clouds (40-50%) 1800 m, broken clouds (60-90%)",10.0 and more,-8
09.02.2020 16:00,6,757.3,761.2,26,Wind blowing from the north,8,,,,Few clouds (10-30%) 900 m,10.0 and more,-12
09.02.2020 15:00,7,757.3,761.2,25,Wind blowing from the north,7,12,,,Few clouds (10-30%) 900 m,10.0 and more,-12
09.02.2020 14:00,7,757.3,761.2,25,Wind blowing from the north,7,,,,Few clouds (10-30%) 900 m,10.0 and more,-12
09.02.2020 13:00,7,757.3,761.2,27,Wind blowing from the north,7,,,,Few clouds (10-30%) 900 m,10.0 and more,-11
09.02.2020 12:00,6,757.3,761.2,29,Wind blowing from the north,8,,,,Few clouds (10-30%) 900 m,10.0 and more,-11
09.02.2020 11:00,5,758.1,762,31,Wind blowing from the north,7,,,,Few clouds (10-30%) 900 m,10.0 and more,-11
09.02.2020 10:00,5,758.1,762,33,Wind blowing from the north,5,,,,Few clouds (10-30%) 900 m,10.0 and more,-10
09.02.2020 09:00,3,758.8,762.8,41,Wind blowing from the north,7,,,,Few clouds (10-30%) 900 m,10.0 and more,-9
08.02.2020 16:00,11,753.9,757.7,32,Wind blowing from the north,7,,,,Few clouds (10-30%) 900 m,10.0 and more,-5
