# Weather station Washington / Ronald Reagan (airport), USA, WMO_ID=72405,selection from 01.01.2020 till 01.01.2021, all days,,,,,,,,,,,,,,,,,,,,,,,,
# Encoding: ANSI,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"# The data is provided by the website ""Reliable Prognosis""", rp5.ru,,,,,,,,,,,,,,,,,,,,,,,,,,,
# If you use the data, please indicate the name of the website.,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Local time in Washington / Ronald Reagan (airport),T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
19.03.2020 04:00,10,765.7,767.2,-1,93,Wind blowing from the south,4,,,100%.,"Rain, not freezing, continuous, slight at time of observation. ",,,,,,,300-600,,,12,8.9,8,3,,,,
19.03.2020 01:00,10,766.7,768.3,-2.5,89,Wind blowing from the south,5,,,100%.,"Rain, not freezing, continuous, slight at time of observation. ",,,6.7,12.2,,,300-600,,,16,8.3,2,6,,,,
18.03.2020 22:00,11.1,769.2,770.8,-1.3,72,Wind blowing from the south,5,,,100%., ,,,,,,,1000-1500,,,16,6.1,0.3,3,,,,
18.03.2020 19:00,12.2,770.5,772,0.3,59,Wind blowing from the south,4,,,100%.,"Rain, not freezing, continuous, slight at time of observation. ",,,6.7,14.4,,,1000-1500,,,16,4.4,Trace of precipitation,6,,,,
18.03.2020 16:00,13.9,770.2,772,-2.1,47,Wind blowing from the south,3,,,100%., ,,,,,,,1000-1500,,,16,2.8,,,,,,
18.03.2020 13:00,12.8,772.3,774,-0.9,44,Wind blowing from the south,3,,,100%., ,,,7.2,13.3,,,1500-2000,,,16,0.6,,,,,,
18.03.2020 10:00,11.1,773.2,774.8,0.9,49,Wind blowing from the east,5,,,50%., ,,,,,,,1500-2000,,,16,0.6,,,,,,
18.03.2020 07:00,7.2,772.3,774,1.8,66,Wind blowing from the north-east,4,,,50%., ,,,6.7,17.8,,,2000-2500,,,16,1.1,,,,,,
18.03.2020 04:00,8.3,770.5,772.1,1.3,61,Wind blowing from the north-northeast,6,,,50%., ,,,,,,,"2500 or more, or no clouds.",,,16,1.1,,,,,,
18.03.2020 01:00,9.4,769.2,770.8,1.5,71,Wind blowing from the north-northeast,4,,,20�30%., ,,,6.7,17.2,,,1500-2000,,,16,4.4,,,,,,
17.03.2020 22:00,12.2,767.7,769.4,3.1,64,Wind blowing from the north-west,4,,,50%., ,,,,,,,1500-2000,,,16,5.6,,,,,,
17.03.2020 19:00,16.7,764.6,766.4,1.5,58,Wind blowing from the north-northwest,4,,,100%., ,,,6.7,17.8,,,1000-1500,,,16,8.3,,,,,,
17.03.2020 16:00,16.7,763.1,764.7,-0.8,58,Wind blowing from the south,2,,,70 � 80%., ,,,,,,,1500-2000,,,16,8.3,,,,,,
17.03.2020 13:00,13.9,763.9,765.5,-1.2,67,Wind blowing from the south,5,,,70 � 80%., ,,,7.2,15,,,600-1000,,,16,7.8,0.3,6,,,,
17.03.2020 10:00,8.9,765.1,766.9,-0.6,83,Wind blowing from the south,4,,,70 � 80%., ,,,,,,,300-600,,,16,6.1,0.3,3,,,,
17.03.2020 07:00,7.2,765.7,767.4,-0.5,83,Wind blowing from the south,3,,,100%.,"Rain, not freezing, continuous, slight at time of observation. ",,,6.7,12.8,,,300-600,,,16,4.4,Trace of precipitation,6,,,,
17.03.2020 04:00,7.2,766.2,767.9,-2,77,Wind blowing from the south-east,3,,,100%., ,,,,,,,300-600,,,16,3.3,,,,,,
17.03.2020 01:00,7.8,768.2,769.9,-1.5,71,Wind blowing from the south-east,3,,,100%., ,,,3.3,10,,,1500-2000,,,16,2.8,,,,,,
16.03.2020 22:00,8.3,769.7,771.3,-0.5,63,Wind blowing from the south-east,6,,,100%., ,,,,,,,1500-2000,,,16,1.7,,,,,,
16.03.2020 19:00,10,770.2,771.7,0,57,Wind blowing from the south-east,7,,,100%., ,,,3.3,12.8,,,1500-2000,,,16,1.7,,,,,,
16.03.2020 16:00,11.7,770.2,771.8,-2.1,45,Wind blowing from the south-east,5,,,70 � 80%., ,,,,,,,2000-2500,,,16,0,,,,,,
16.03.2020 13:00,12.8,772.3,773.9,-2,40,,3,,,100%., ,,,3.9,12.8,,,1500-2000,,,16,-0.6,,,,,,
16.03.2020 10:00,9.4,774.3,775.8,0.8,52,Wind blowing from the east,3,,,70 � 80%., ,,,,,,,"2500 or more, or no clouds.",,,16,0,,,,,,
16.03.2020 07:00,3.9,773.5,775,1,55,Wind blowing from the north-northeast,5,,,20�30%., ,,,3.3,10.6,,,"2500 or more, or no clouds.",,,16,-4.4,,,,,,
16.03.2020 04:00,5,772.5,774.2,-0.3,65,Wind blowing from the north-northeast,4,,,50%., ,,,,,,,"2500 or more, or no clouds.",,,16,-1.1,,,,,,
16.03.2020 01:00,4.4,772.8,774.3,0,89,Wind blowing from the north,4,,,70 � 80%., ,,,4.4,8.9,,,1500-2000,,,16,2.8,,,,,,
15.03.2020 22:00,7.2,772.8,774.3,0.8,68,Wind blowing from the south-southwest,2,,,no clouds, ,,,,,,,,,,16,1.7,,,,,,
15.03.2020 19:00,8.9,772,773.7,0.3,58,Wind blowing from the west-northwest,3,,,20�30%., ,,,5,10.6,,,1500-2000,,,16,1.1,,,,,,
15.03.2020 16:00,10,771.7,773.4,-0.3,54,"Calm, no wind",0,,,70 � 80%., ,,,,,,,1000-1500,,,16,1.1,,,,,,
15.03.2020 13:00,9.4,772,773.8,-0.5,66,Wind blowing from the north-east,3,,,70 � 80%., ,,,5.6,9.4,,,600-1000,,,16,3.3,Trace of precipitation,6,,,,
15.03.2020 10:00,6.7,772.5,774.2,1.3,83,Wind blowing from the north-northeast,6,,,100%., ,,,,,,,300-600,,,16,3.9,Trace of precipitation,3,,,,
15.03.2020 07:00,5.6,771.2,772.9,0.7,89,Wind blowing from the north-northeast,3,,,100%.,"Drizzle, not freezing, continuous, slight at time of observation. ",,,5,14.4,,,200-300,,,16,3.9,1,6,,,,
15.03.2020 04:00,5,770.5,772,-0.3,93,Wind blowing from the north-east,5,,,100%.,"Rain, not freezing, continuous, slight at time of observation. ",,,,,,,200-300,,,9,3.9,0.8,3,,,,
15.03.2020 01:00,5.6,770.8,772.4,0.6,89,Wind blowing from the north-northeast,5,,,100%.,"Rain, not freezing, continuous, slight at time of observation. ",,,5,12.8,,,300-600,,,16,3.9,3,6,,,,
14.03.2020 22:00,7.2,770.2,772,0,83,Wind blowing from the north,6,,,100%.,"Rain, not freezing, continuous, slight at time of observation. ",,,,,,,2000-2500,,,16,4.4,2,3,,,,
14.03.2020 19:00,10.6,770.2,771.9,0.7,41,Wind blowing from the north-northwest,9,,,100%., ,,,7.8,14.4,,,"2500 or more, or no clouds.",,,16,-2.2,,,,,,
14.03.2020 16:00,13.9,769.5,771.2,-0.7,23,Wind blowing from the north-northwest,6,8,,100%., ,,,,,,,"2500 or more, or no clouds.",,,16,-7.2,,,,,,
14.03.2020 13:00,13.3,770.2,771.9,-1,27,,2,,,no clouds, ,,,8.9,14.4,,,,,,16,-5.6,,,,,,
14.03.2020 10:00,11.1,771.2,772.8,1,34,Wind blowing from the north-west,6,,,70 � 80%., ,,,,,,,"2500 or more, or no clouds.",,,16,-4.4,,,,,,
14.03.2020 07:00,8.3,770.2,771.9,1.8,41,Wind blowing from the north-northwest,3,,,70 � 80%., ,,,7.8,25,,,"2500 or more, or no clouds.",,,16,-4.4,,,,,,
14.03.2020 04:00,9.4,768.4,770,1.7,33,Wind blowing from the north-west,7,,,no clouds, ,,,,,,,,,,16,-6.1,,,,,,
14.03.2020 01:00,12.8,766.7,768.1,1.8,23,Wind blowing from the north-northwest,4,9,,100%., ,,,10.6,18.9,,,"2500 or more, or no clouds.",,,16,-7.8,,,,,,
13.03.2020 22:00,15.6,764.9,766.4,3.3,20,Wind blowing from the west-northwest,5,10,,70 � 80%., ,,,,,,,"2500 or more, or no clouds.",,,16,-7.2,,,,,,
13.03.2020 19:00,18.9,761.6,763.3,3.3,19,Wind blowing from the west-northwest,8,12,,100%., ,,,10.6,25,,,"2500 or more, or no clouds.",,,16,-5.6,,,,,,
13.03.2020 16:00,23.3,758.3,759.8,1,26,Wind blowing from the west-northwest,8,11,,70 � 80%., ,,,,,,,2000-2500,,,16,2.8,,,,,,
13.03.2020 13:00,22.8,757.3,758.9,0.8,53,Wind blowing from the west-northwest,6,,,70 � 80%., ,,,12.8,22.8,,,1000-1500,,,16,12.8,,,,,,
13.03.2020 10:00,16.1,756.5,758.2,0.7,87,Wind blowing from the south-southeast,2,,,50%., ,,,,,,,300-600,,,16,13.9,,,,,,
13.03.2020 07:00,12.8,755.8,757.4,0.8,96,Wind blowing from the south-southwest,3,,,100%., ,,,10.6,17.8,,,200-300,,,16,12.2,6,6,,,,
13.03.2020 04:00,11.1,755,756.7,-3.8,97,Wind blowing from the south-southeast,2,,,100%.,"Rain, not freezing, continuous, slight at time of observation. ",,,,,,,200-300,,,16,10.6,5,3,,,,
13.03.2020 01:00,10.6,758.8,760.5,-1.3,92,Wind blowing from the east-northeast,2,,,100%.,"Rain, not freezing, continuous, slight at time of observation. ",,,8.9,12.8,,,200-300,,,12,9.4,Trace of precipitation,6,,,,
12.03.2020 22:00,11.7,760.1,761.8,-1.3,74,Wind blowing from the east-southeast,4,,,100%., ,,,,,,,600-1000,,,16,7.2,,,,,,
12.03.2020 19:00,13.3,761.4,762.9,0.8,70,Wind blowing from the east,3,,,100%., ,,,8.9,17.8,,,600-1000,,,16,7.8,,,,,,
12.03.2020 16:00,15.6,760.6,762.2,-1.5,62,Wind blowing from the east-southeast,5,,,100%., ,,,,,,,600-1000,,,16,8.3,,,,,,
12.03.2020 13:00,17.2,762.1,763.9,-1.3,54,,2,,,70 � 80%., ,,,9.4,17.2,,,600-1000,,,16,7.8,,,,,,
12.03.2020 10:00,12.2,763.4,765,0.5,64,Wind blowing from the south-east,3,,,70 � 80%., ,,,,,,,1000-1500,,,16,5.6,,,,,,
12.03.2020 07:00,9.4,762.9,764.5,1.3,77,Wind blowing from the north-east,3,,,100%., ,,,7.8,13.9,,,600-1000,,,16,5.6,,,,,,
12.03.2020 04:00,9.4,761.6,763.2,-0.2,71,Wind blowing from the north-east,3,,,100%., ,,,,,,,1000-1500,,,16,4.4,,,,,,
12.03.2020 01:00,8.9,761.8,763.5,-0.6,71,Wind blowing from the north-east,2,,,100%., ,,,7.2,12.8,,,1000-1500,,,16,3.9,Trace of precipitation,6,,,,
11.03.2020 22:00,10.6,762.4,763.9,0.3,61,Wind blowing from the north-northeast,2,,,70 � 80%., ,,,,,,,1500-2000,,,16,3.3,,,,,,
11.03.2020 19:00,11.1,762.1,763.7,0.5,59,Wind blowing from the north-east,4,,,70 � 80%., ,,,7.2,13.3,,,1000-1500,,,16,3.3,,,,,,
11.03.2020 16:00,13.3,761.6,763.2,-1.5,55,Wind blowing from the north-northeast,2,,,100%., ,,,,,,,1000-1500,,,16,4.4,,,,,,
11.03.2020 13:00,12.2,763.1,764.8,-1.3,55,Wind blowing from the north-northeast,3,,,100%., ,,,8.3,12.8,,,1000-1500,,,16,3.3,,,,,,
11.03.2020 10:00,11.7,764.4,766,0.5,55,Wind blowing from the north-east,3,,,100%., ,,,,,,,"2500 or more, or no clouds.",,,16,2.8,,,,,,
11.03.2020 07:00,8.3,763.9,765.5,0.3,77,Wind blowing from the north-northeast,2,,,50%., ,,,7.2,22.2,,,"2500 or more, or no clouds.",,,16,4.4,,,,,,
11.03.2020 04:00,10,763.6,765.2,0.2,68,Wind blowing from the north-northwest,6,,,20�30%., ,,,,,,,"2500 or more, or no clouds.",,,16,4.4,,,,,,
11.03.2020 01:00,12.8,763.4,765.1,1,64,Wind blowing from the north-northwest,6,,,50%., ,,,12.2,20,,,2000-2500,,,16,6.1,Trace of precipitation,6,,,,
10.03.2020 22:00,16.7,762.4,763.9,2.1,75,Wind blowing from the north-west,5,9,,100%., ,,,,,,,1000-1500,,,16,12.2,Trace of precipitation,3,,,,
10.03.2020 19:00,20,760.3,762,0.5,55,Wind blowing from the south-west,6,,,70 � 80%., ,,,12.2,22.2,,,2000-2500,,,16,10.6,,,,,,
10.03.2020 16:00,21.7,759.8,761.5,-2.6,47,Wind blowing from the south-southwest,8,13,,70 � 80%., ,,,,,,,2000-2500,,,16,10,,,,,,
10.03.2020 13:00,19.4,762.4,763.9,-2,57,Wind blowing from the south-west,9,13,,100%., ,,,12.8,19.4,,,600-1000,,,16,10.6,0.3,6,,,,
10.03.2020 10:00,15.6,764.4,766,-1.5,70,Wind blowing from the south-southwest,8,,,100%., ,,,,,,,2000-2500,,,16,10,0.3,3,,,,
10.03.2020 07:00,14.4,765.9,767.5,0,62,Wind blowing from the south-southwest,5,,,100%., ,,,12.2,23.3,,,"2500 or more, or no clouds.",,,16,7.2,,,,,,
10.03.2020 04:00,12.2,765.9,767.5,-1.6,69,Wind blowing from the south,4,,,100%., ,,,,,,,"2500 or more, or no clouds.",,,16,6.7,,,,,,
10.03.2020 01:00,13.9,767.5,769,-0.9,53,Wind blowing from the south,3,,,100%., ,,,6.1,18.3,,,"2500 or more, or no clouds.",,,16,4.4,,,,,,
09.03.2020 22:00,16.7,768.4,770,0.7,31,Wind blowing from the south,5,,,70 � 80%., ,,,,,,,"2500 or more, or no clouds.",,,16,-0.6,,,,,,
09.03.2020 19:00,16.7,767.7,769.3,-0.2,31,Wind blowing from the south,5,,,70 � 80%., ,,,6.1,23.3,,,"2500 or more, or no clouds.",,,16,-0.6,,,,,,
09.03.2020 16:00,23.3,767.9,769.5,-2,16,Wind blowing from the south,4,10,,70 � 80%., ,,,,,,,"2500 or more, or no clouds.",,,16,-3.9,,,,,,
09.03.2020 13:00,19.4,769.9,771.6,-1.8,28,Wind blowing from the south,4,,,70 � 80%., ,,,6.7,19.4,,,"2500 or more, or no clouds.",,,16,0.6,,,,,,
09.03.2020 10:00,12.8,771.7,773.3,0.2,45,Wind blowing from the south,4,,,20�30%., ,,,,,,,"2500 or more, or no clouds.",,,16,1.1,,,,,,
09.03.2020 07:00,6.7,771.5,773,0.7,58,Wind blowing from the south-west,3,,,20�30%., ,,,6.1,16.7,,,"2500 or more, or no clouds.",,,16,-1.1,,,,,,
09.03.2020 04:00,7.8,770.8,772.4,-0.4,51,Wind blowing from the south,4,,,70 � 80%., ,,,,,,,"2500 or more, or no clouds.",,,16,-1.7,,,,,,
09.03.2020 01:00,10,771.2,772.8,-0.3,41,Wind blowing from the south,5,,,70 � 80%., ,,,2.2,11.7,,,"2500 or more, or no clouds.",,,16,-2.8,,,,,,
08.03.2020 22:00,10,771.5,773,0.3,37,Wind blowing from the south-southwest,4,,,20�30%., ,,,,,,,"2500 or more, or no clouds.",,,16,-4,,,,,,
08.03.2020 19:00,12,771.2,772.9,0,41,Wind blowing from the south,5,,,70 � 80%., ,,,2.2,16.7,,,"2500 or more, or no clouds.",,,16,-1,,,,,,
08.03.2020 16:00,16,771.2,773,-2.3,15,Wind blowing from the south,6,,,50%., ,,,,,,,"2500 or more, or no clouds.",,,16,-11,,,,,,
08.03.2020 13:00,13.3,773.5,775,-1.5,30,Wind blowing from the south,6,,,20�30%., ,,,2.8,13.9,,,"2500 or more, or no clouds.",,,16,-3.9,,,,,,
08.03.2020 10:00,9.4,775,776.7,0.5,36,Wind blowing from the south,4,,,20�30%., ,,,,,,,"2500 or more, or no clouds.",,,16,-5,,,,,,
08.03.2020 07:00,3.3,774.5,776.1,1,55,Wind blowing from the west-southwest,2,,,no clouds, ,,,2.2,11.7,,,,,,16,-5,,,,,,
08.03.2020 04:00,3.9,773.5,775.1,0.5,48,Wind blowing from the north-northwest,2,,,no clouds, ,,,,,,,,,,16,-6.1,,,,,,
08.03.2020 01:00,5.6,773,774.6,1,41,Wind blowing from the north-west,4,,,20�30%., ,,,3.9,8.9,,,"2500 or more, or no clouds.",,,16,-6.7,,,,,,
07.03.2020 22:00,7.2,772,773.7,1.2,34,Wind blowing from the north-northwest,5,9,,no clouds, ,,,,,,,,,,16,-7.8,,,,,,
07.03.2020 19:00,8.9,770.8,772.4,1.3,25,Wind blowing from the north-west,4,,,no clouds, ,,,3.9,11.7,,,,,,16,-10,,,,,,
07.03.2020 16:00,11.1,769.5,771.1,0,22,Wind blowing from the north,9,,,no clouds, ,,,,,,,,,,16,-10,,,,,,
07.03.2020 13:00,10,769.5,771,0.5,29,Wind blowing from the north-northwest,10,13,,20�30%., ,,,4.4,10,,,1500-2000,,,16,-7.2,,,,,,
07.03.2020 10:00,6.1,769,770.5,2.3,45,Wind blowing from the north,10,13,,70 � 80%., ,,,,,,,1000-1500,,,16,-5,,,,,,
07.03.2020 07:00,4.4,766.7,768.2,3.3,58,Wind blowing from the north-northwest,7,9,,70 � 80%., ,,,3.9,11.7,,,1000-1500,,,16,-3.3,,,,,,
07.03.2020 04:00,5.6,763.4,765,2,55,Wind blowing from the north,9,15,,70 � 80%., ,,,,,,,1000-1500,,,16,-2.8,,,,,,
07.03.2020 01:00,6.1,761.4,762.8,2.1,58,Wind blowing from the north-west,9,14,,100%., ,,,2.8,8.3,,,1000-1500,,,16,-1.7,Trace of precipitation,6,,,,
06.03.2020 22:00,7.2,759.3,760.9,1.5,56,Wind blowing from the north-west,8,,,70 � 80%., ,,,,,,,1500-2000,,,16,-1.1,,,,,,
06.03.2020 19:00,8.3,757.8,759.4,2.3,54,Wind blowing from the north-west,6,,,70 � 80%., ,,,2.8,11.7,,,"2500 or more, or no clouds.",,,16,-0.6,,,,,,
06.03.2020 16:00,10.6,755.5,757.2,-0.6,48,Wind blowing from the west-northwest,8,12,,100%., ,,,,,,,1500-2000,,,16,0,,,,,,
06.03.2020 13:00,9.4,756.1,757.6,-0.7,61,Wind blowing from the north,5,,,70 � 80%., ,,,3.9,9.4,,,2000-2500,,,16,2.2,Trace of precipitation,6,,,,
06.03.2020 10:00,6.7,756.8,758.2,-0.8,68,Wind blowing from the north-east,2,,,100%., ,,,,,,,1500-2000,,,16,1.1,,,,,,
06.03.2020 07:00,3.9,757.6,759.2,0.3,79,Wind blowing from the north,3,,,70 � 80%., ,,,2.8,12.2,,,"2500 or more, or no clouds.",,,16,0.6,,,,,,
06.03.2020 04:00,5,757.3,758.8,-3.3,76,Wind blowing from the south-southeast,5,,,70 � 80%., ,,,,,,,2000-2500,,,16,1.1,,,,,,
06.03.2020 01:00,5,760.6,762.3,-1.2,70,Wind blowing from the east-southeast,2,,,no clouds, ,,,5,12.2,,,,,,16,0,,,,,,
05.03.2020 22:00,7.2,761.8,763.6,-0.6,54,Wind blowing from the south-east,2,,,70 � 80%., ,,,,,,,"2500 or more, or no clouds.",,,16,-1.7,,,,,,
05.03.2020 19:00,9.4,762.4,764.1,-0.7,46,Wind blowing from the south-southeast,5,,,100%., ,,,5,12.2,,,"2500 or more, or no clouds.",,,16,-1.7,,,,,,
05.03.2020 16:00,11.7,763.1,764.8,-1.5,34,Wind blowing from the south,2,,,100%., ,,,,,,,"2500 or more, or no clouds.",,,16,-3.9,,,,,,
05.03.2020 13:00,11.1,764.6,766.2,-0.8,38,Wind blowing from the east-southeast,2,,,100%., ,,,5,12.2,,,"2500 or more, or no clouds.",,,16,-2.8,,,,,,
05.03.2020 10:00,9.4,765.4,767.1,0.8,41,,2,,,100%., ,,,,,,,"2500 or more, or no clouds.",,,16,-3.3,,,,,,
05.03.2020 07:00,5.6,764.6,766.3,2.2,51,Wind blowing from the north-northwest,3,,,70 � 80%., ,,,5,18.3,,,"2500 or more, or no clouds.",,,16,-3.9,,,,,,
05.03.2020 04:00,7.8,762.4,764,2.1,50,Wind blowing from the north,8,,,70 � 80%., ,,,,,,,"2500 or more, or no clouds.",,,16,-2.2,,,,,,
05.03.2020 01:00,12.2,760.3,761.8,2.2,38,Wind blowing from the north-northwest,6,,,100%., ,,,7.8,15,,,"2500 or more, or no clouds.",,,16,-1.7,,,,,,
04.03.2020 22:00,12.2,758.1,759.6,0.8,43,Wind blowing from the south-west,2,,,70 � 80%., ,,,,,,,"2500 or more, or no clouds.",,,16,0,,,,,,
04.03.2020 19:00,15,757.3,759.1,1.5,29,Wind blowing from the south-southwest,5,,,70 � 80%., ,,,7.8,18.3,,,2000-2500,,,16,-2.8,,,,,,
04.03.2020 16:00,18.3,755.8,757.5,-1.2,22,Wind blowing from the south-west,8,,,50%., ,,,,,,,1500-2000,,,16,-3.9,,,,,,
04.03.2020 13:00,17.2,757,758.8,-1.3,24,Wind blowing from the west-northwest,7,,,20�30%., ,,,8.9,17.2,,,"2500 or more, or no clouds.",,,16,-3.9,,,,,,
04.03.2020 10:00,13.3,758.3,760,0.7,32,Wind blowing from the west,4,,,20�30%., ,,,,,,,"2500 or more, or no clouds.",,,16,-3.3,,,,,,
04.03.2020 07:00,9.4,757.6,759.2,1.8,48,Wind blowing from the west,4,,,20�30%., ,,,7.8,18.3,,,"2500 or more, or no clouds.",,,16,-1.1,,,,,,
04.03.2020 04:00,10,755.8,757.3,1.3,46,Wind blowing from the west,4,,,no clouds, ,,,,,,,,,,16,-1.1,,,,,,
04.03.2020 01:00,11.1,754.5,756.1,3.3,53,Wind blowing from the west-northwest,8,16,,70 � 80%., ,,,7.2,16.7,,,2000-2500,,,16,1.7,1,6,,,,
03.03.2020 22:00,13.9,751.2,752.9,3,55,Wind blowing from the north-west,11,18,,100%., ,,,,,,,1000-1500,,,16,5,1,3,,,,
03.03.2020 19:00,16.1,748.2,749.8,-0.4,72,Wind blowing from the south-west,4,,,70 � 80%., ,,,7.2,18.3,,,1000-1500,,,16,11.1,,,,,,
03.03.2020 16:00,18.3,748.6,750.2,-1.8,68,Wind blowing from the south,4,,,70 � 80%., ,,,,,,,600-1000,,,16,12.2,,,,,,
03.03.2020 13:00,11.1,750.4,751.9,-3.3,97,Wind blowing from the south,6,,,100%., ,,,7.8,12.2,,,300-600,,,11,10.6,0.8,6,,,,
03.03.2020 10:00,11.1,753.7,755.5,-1.5,77,Wind blowing from the south,5,,,100%., ,,,,,,,1500-2000,,,16,7.2,,,,,,
03.03.2020 07:00,7.8,755.2,756.7,-0.6,86,Wind blowing from the south-west,2,,,100%., ,,,7.2,19.4,,,"2500 or more, or no clouds.",,,16,5.6,,,,,,
03.03.2020 04:00,8.3,755.8,757.4,-0.5,86,Wind blowing from the south,3,,,20�30%., ,,,,,,,1000-1500,,,16,6.1,,,,,,
03.03.2020 01:00,10.6,756.3,757.9,0,86,"Calm, no wind",0,,,70 � 80%., ,,,3.3,17.2,,,1000-1500,,,16,8.3,2,6,,,,
02.03.2020 22:00,13.9,756.3,757.9,0.2,60,Wind blowing from the south-west,5,,,100%.,"Rain, not freezing, continuous, slight at time of observation. ",,,,,,,1500-2000,,,16,6.1,0.5,3,,,,
02.03.2020 19:00,16.7,756.1,757.6,0.3,37,Wind blowing from the south-west,7,10,,100%., ,,,3.3,19.4,,,2000-2500,,,16,1.7,Trace of precipitation,6,,,,
02.03.2020 16:00,16.7,755.8,757.6,-2.5,38,Wind blowing from the south,7,,,100%., ,,,,,,,"2500 or more, or no clouds.",,,16,2.2,,,,,,
02.03.2020 13:00,17.8,758.3,760,-3.1,29,Wind blowing from the south-southwest,7,11,,70 � 80%., ,,,5,17.8,,,"2500 or more, or no clouds.",,,16,-0.6,,,,,,
02.03.2020 10:00,11.1,761.4,762.9,-0.7,40,Wind blowing from the south-southwest,7,,,20�30%., ,,,,,,,"2500 or more, or no clouds.",,,16,-2.2,,,,,,
02.03.2020 07:00,5,762.1,763.6,0,49,Wind blowing from the south-southwest,3,,,70 � 80%., ,,,3.3,,,,"2500 or more, or no clouds.",,,16,-5,,,,,,
02.03.2020 04:00,4.4,762.1,763.7,-1,49,Wind blowing from the south-southwest,3,,,70 � 80%., ,,,,,,,"2500 or more, or no clouds.",,,16,-5.6,,,,,,
02.03.2020 01:00,4.4,763.1,764.8,-1.5,58,Wind blowing from the south,4,,,50%., ,,,-2.1,7.2,,,"2500 or more, or no clouds.",,,16,-3.3,,,,,,
01.03.2020 22:00,5,764.6,766.2,-0.3,51,Wind blowing from the south,4,,,20�30%., ,,,,,,,"2500 or more, or no clouds.",,,16,-4.4,,,,,,
01.03.2020 19:00,6.7,764.9,766.4,0,47,Wind blowing from the south,4,,,20�30%., ,,,-2.1,11.1,,,"2500 or more, or no clouds.",,,16,-3.9,,,,,,
01.03.2020 16:00,10,764.9,766.4,-1.5,25,,3,,,50%., ,,,,,,,"2500 or more, or no clouds.",,,16,-9.4,,,,,,
01.03.2020 13:00,8.3,766.4,768,-1.5,25,Wind blowing from the west,4,,,no clouds, ,,,-3.3,8.3,,,,,,16,-10.6,,,,,,
01.03.2020 10:00,4.4,767.9,769.6,0.7,35,Wind blowing from the south-west,4,,,no clouds, ,,,,,,,,,,16,-10,,,,,,
01.03.2020 07:00,-2.2,767.2,768.8,1.3,63,Wind blowing from the west-southwest,2,,,no clouds, ,,,-2.2,3.9,,,,,,16,-8.3,,,,,,
01.03.2020 04:00,-0.6,765.9,767.6,0.8,47,Wind blowing from the west-northwest,2,,,20�30%., ,,,,,,,"2500 or more, or no clouds.",,,16,-10.6,,,,,,
01.03.2020 01:00,0.6,765.1,766.7,0.7,42,Wind blowing from the west-northwest,4,,,no clouds, ,,,0,3.3,,,,,,16,-11.1,,,,,,
29.02.2020 22:00,1.7,764.4,765.9,1.8,37,Wind blowing from the west-northwest,7,13,,20�30%., ,,,,,,,2000-2500,,,16,-11.7,,,,,,
29.02.2020 19:00,1.7,762.6,764.3,1.2,38,Wind blowing from the north-west,4,,,20�30%., ,,,0,3.9,,,1500-2000,,,16,-11.1,,,,,,
29.02.2020 16:00,2.8,761.4,763,0.5,34,Wind blowing from the north-west,9,12,,50%., ,,,,,,,1500-2000,,,16,-11.7,,,,,,
29.02.2020 13:00,2.2,760.9,762.4,0,35,Wind blowing from the west-northwest,10,13,,70 � 80%., ,,,0,3.3,,,1500-2000,,,16,-11.7,,,,,,
29.02.2020 10:00,1.1,760.9,762.5,1.1,37,Wind blowing from the north-west,12,15,,70 � 80%., ,,,,,,,1500-2000,,,16,-12.2,,,,,,
29.02.2020 07:00,0,759.8,761.3,1,47,Wind blowing from the west-northwest,4,,,70 � 80%., ,,,-0.6,8.9,,,1000-1500,,,16,-10,,,,,,
29.02.2020 04:00,0.6,758.8,760.3,-0.3,49,Wind blowing from the north-west,4,,,20�30%., ,,,,,,,1000-1500,,,16,-8.9,,,,,,
29.02.2020 01:00,2.2,759.1,760.6,0.3,44,Wind blowing from the north-west,4,11,,50%., ,,,-1,7.2,,,"2500 or more, or no clouds.",,,16,-8.9,,,,,,
28.02.2020 22:00,4.4,758.8,760.3,1.2,40,Wind blowing from the west-northwest,6,,,70 � 80%., ,,,,,,,1500-2000,,,16,-8.3,,,,,,
28.02.2020 19:00,7.2,757.6,759.1,1.1,40,Wind blowing from the west-northwest,6,,,100%., ,,,-1,8.9,,,1000-1500,,,16,-5.6,Trace of precipitation,6,,,,
28.02.2020 16:00,8.3,756.5,758.1,-1.1,42,Wind blowing from the south-west,5,,,50%., ,,,,,,,1500-2000,,,16,-3.9,,,,,,
28.02.2020 13:00,8.3,757.6,759.2,-1.2,41,Wind blowing from the west,5,,,70 � 80%., ,,,0.6,8.3,,,1500-2000,,,16,-4.4,,,,,,
28.02.2020 10:00,3.9,758.8,760.5,-0.8,45,Wind blowing from the south-west,5,,,70 � 80%., ,,,,,,,1500-2000,,,16,-7.2,,,,,,
28.02.2020 07:00,0.6,759.6,761.2,0.3,49,Wind blowing from the south-southwest,6,,,70 � 80%., ,,,-1.1,7.2,,,1500-2000,,,16,-8.9,,,,,,
